time,G(i),H_sun,T2m,WS10m,,Price
20150423:0811,139.12,32.79,9.77,6.94,23-04-2015,24.91
20150423:0911,203.59,39.22,10.67,6.99,23-04-2015,24.77
20150423:1011,226.28,43.81,10.74,6.98,23-04-2015,24.65
20150423:1111,317.54,45.84,10.8,6.97,23-04-2015,24.39
20150423:1211,231.74,44.91,10.87,6.97,23-04-2015,24.22
20150423:1311,109.31,41.21,10.71,6.85,23-04-2015,24.05
20150423:1411,124.66,35.4,10.55,6.73,23-04-2015,23.87
20150423:1511,169.6,28.19,10.39,6.61,23-04-2015,23.72
20150423:1611,112.76,20.23,9.67,6.34,23-04-2015,23.5
20150423:1711,43.36,12.01,8.96,6.06,23-04-2015,23.63
20150423:1811,2.51,3.92,8.24,5.79,23-04-2015,23.59
20150423:1911,0,0,7.86,5.72,23-04-2015,23.68
20150423:2011,0,0,7.47,5.66,23-04-2015,24.13
20150423:2111,0,0,7.08,5.59,23-04-2015,24.5
20150423:2211,0,0,7.09,5.29,23-04-2015,24.04
20150423:2311,0,0,7.1,4.99,23-04-2015,23.2
20150424:0011,0,0,7.11,4.69,24-04-2015,22.64
20150424:0111,0,0,6.87,4.37,24-04-2015,22.39
20150424:0211,0,0,6.63,4.05,24-04-2015,22.5
20150424:0311,0,0,6.4,3.72,24-04-2015,22.91
20150424:0411,0,1.28,6.55,3.82,24-04-2015,25.31
20150424:0511,37.04,9.21,6.71,3.91,24-04-2015,24.87
20150424:0611,159.65,17.42,6.86,4,24-04-2015,39.42
20150424:0711,134.37,25.54,7.26,4.14,24-04-2015,46.78
20150424:0811,153.57,33.1,7.65,4.29,24-04-2015,47.44
20150424:0911,98.47,39.54,8.04,4.43,24-04-2015,42
20150424:1011,84.01,44.14,8.2,4.39,24-04-2015,38.93
20150424:1111,99.37,46.17,8.37,4.35,24-04-2015,30.87
20150424:1211,173.45,45.23,8.53,4.32,24-04-2015,28.16
20150424:1311,252.03,41.51,8.85,4.22,24-04-2015,25.04
20150424:1411,104.79,35.67,9.17,4.12,24-04-2015,24.6
20150424:1511,398.18,28.45,9.5,4.03,24-04-2015,24.27
20150424:1611,314.86,20.48,9.12,3.74,24-04-2015,24.01
20150424:1711,103.15,12.25,8.75,3.46,24-04-2015,24.15
20150424:1811,18.42,4.18,8.37,3.17,24-04-2015,24.29
20150424:1911,0,0,7.78,3.42,24-04-2015,24.13
20150424:2011,0,0,7.19,3.67,24-04-2015,24.47
20150424:2111,0,0,6.6,3.92,24-04-2015,24.24
20150424:2211,0,0,6.51,3.67,24-04-2015,23.72
20150424:2311,0,0,6.42,3.42,24-04-2015,23.28
20150425:0011,0,0,6.33,3.17,25-04-2015,23.53
20150425:0111,0,0,6.55,3.21,25-04-2015,23.28
20150425:0211,0,0,6.77,3.26,25-04-2015,23.12
20150425:0311,0,0,6.99,3.3,25-04-2015,22.64
20150425:0411,0,1.58,7.74,3.79,25-04-2015,21.98
20150425:0511,10.84,9.5,8.5,4.28,25-04-2015,21.68
20150425:0611,149.52,17.72,9.25,4.77,25-04-2015,21.74
20150425:0711,136.16,25.84,10.28,5.03,25-04-2015,22.96
20150425:0811,546.01,33.41,11.3,5.29,25-04-2015,23.56
20150425:0911,322.38,39.86,12.32,5.54,25-04-2015,23.76
20150425:1011,546.34,44.47,12.06,6.02,25-04-2015,23.77
20150425:1111,185.19,46.5,11.8,6.5,25-04-2015,23.61
20150425:1211,126.47,45.55,11.54,6.98,25-04-2015,23.44
20150425:1311,140.02,41.8,11.2,7.22,25-04-2015,23.19
20150425:1411,95.76,35.94,10.86,7.47,25-04-2015,23.03
20150425:1511,74.08,28.7,10.53,7.71,25-04-2015,22.88
20150425:1611,112.68,20.73,10.16,7.09,25-04-2015,22.95
20150425:1711,58.36,12.5,9.8,6.47,25-04-2015,23.35
20150425:1811,16.75,4.43,9.43,5.85,25-04-2015,23.4
20150425:1911,0,0,9.07,5.25,25-04-2015,23.38
20150425:2011,0,0,8.71,4.64,25-04-2015,23.59
20150425:2111,0,0,8.34,4.04,25-04-2015,23.47
20150425:2211,0,0,8.12,3.83,25-04-2015,23.07
20150425:2311,0,0,7.9,3.61,25-04-2015,22.39
20150426:0011,0,0,7.68,3.39,26-04-2015,22.39
20150426:0111,0,0,6.97,2.91,26-04-2015,20.87
20150426:0211,0,0,6.27,2.44,26-04-2015,19.48
20150426:0311,0,0,5.57,1.96,26-04-2015,18.87
20150426:0411,0,1.88,5.9,2.14,26-04-2015,17.79
20150426:0511,54.22,9.8,6.22,2.32,26-04-2015,18.26
20150426:0611,126.14,18.01,6.55,2.5,26-04-2015,18.75
20150426:0711,419.38,26.14,7.21,2.94,26-04-2015,19.17
20150426:0811,653.35,33.72,7.86,3.38,26-04-2015,22.03
20150426:0911,689.47,40.18,8.51,3.82,26-04-2015,23.05
20150426:1011,674.7,44.79,8.61,4.01,26-04-2015,23.19
20150426:1111,951.75,46.83,8.72,4.21,26-04-2015,23.26
20150426:1211,817.28,45.86,8.82,4.4,26-04-2015,22.81
20150426:1311,770.18,42.09,8.67,4.34,26-04-2015,22.56
20150426:1411,701.48,36.21,8.51,4.29,26-04-2015,22.39
20150426:1511,557.09,28.96,8.36,4.23,26-04-2015,22.34
20150426:1611,336.31,20.97,7.9,3.6,26-04-2015,22.58
20150426:1711,117.72,12.74,7.44,2.96,26-04-2015,23.14
20150426:1811,20.1,4.68,6.98,2.32,26-04-2015,23.85
20150426:1911,0,0,5.82,2.46,26-04-2015,29.57
20150426:2011,0,0,4.65,2.61,26-04-2015,34.97
20150426:2111,0,0,3.48,2.76,26-04-2015,33.28
20150426:2211,0,0,3.07,2.79,26-04-2015,33.55
20150426:2311,0,0,2.66,2.81,26-04-2015,32.63
20150427:0011,0,0,2.25,2.84,27-04-2015,29.72
20150427:0111,0,0,2.08,2.69,27-04-2015,24.45
20150427:0211,0,0,1.91,2.53,27-04-2015,23.21
20150427:0311,0,0,1.75,2.37,27-04-2015,23.06
20150427:0411,0,2.18,2.91,2.49,27-04-2015,23.07
20150427:0511,43.51,10.09,4.07,2.61,27-04-2015,25.18
20150427:0611,245.91,18.3,5.23,2.73,27-04-2015,38
20150427:0711,416.21,26.43,6.37,3.67,27-04-2015,43.94
20150427:0811,440.92,34.02,7.51,4.62,27-04-2015,48.57
20150427:0911,396.27,40.49,8.65,5.56,27-04-2015,46
20150427:1011,251.66,45.12,8.72,5.7,27-04-2015,44.44
20150427:1111,137.31,47.15,8.8,5.83,27-04-2015,42.63
20150427:1211,600.81,46.17,8.87,5.97,27-04-2015,39.03
20150427:1311,634.49,42.38,8.31,6.46,27-04-2015,36.64
20150427:1411,450.14,36.47,7.74,6.96,27-04-2015,33.46
20150427:1511,385.28,29.21,7.18,7.45,27-04-2015,33.41
20150427:1611,291.11,21.21,6.68,6.74,27-04-2015,27.37
20150427:1711,115.39,12.98,6.18,6.02,27-04-2015,31.27
20150427:1811,23.44,4.92,5.68,5.31,27-04-2015,31.29
20150427:1911,0,0,5.05,4.71,27-04-2015,33.44
20150427:2011,0,0,4.42,4.11,27-04-2015,39.87
20150427:2111,0,0,3.79,3.5,27-04-2015,39.84
20150427:2211,0,0,3.72,3.2,27-04-2015,32.16
20150427:2311,0,0,3.64,2.91,27-04-2015,24.72
20150428:0011,0,0,3.57,2.61,28-04-2015,24.8
20150428:0111,0,0,3.34,2.57,28-04-2015,24.47
20150428:0211,0,0,3.11,2.52,28-04-2015,24.5
20150428:0311,0,0,2.89,2.48,28-04-2015,24.53
20150428:0411,0,2.47,3.66,2.45,28-04-2015,24.86
20150428:0511,49.41,10.37,4.42,2.41,28-04-2015,25.71
20150428:0611,226.2,18.58,5.19,2.37,28-04-2015,34.48
20150428:0711,410.15,26.71,6.22,2.59,28-04-2015,47.81
20150428:0811,621.68,34.31,7.25,2.81,28-04-2015,56.41
20150428:0911,837.1,40.79,8.28,3.03,28-04-2015,53.72
20150428:1011,968.86,45.43,8.68,3.57,28-04-2015,48.77
20150428:1111,908.61,47.46,9.09,4.1,28-04-2015,46.77
20150428:1211,807.05,46.47,9.49,4.63,28-04-2015,31.45
20150428:1311,697.85,42.66,9.02,4.96,28-04-2015,30.88
20150428:1411,752.34,36.74,8.54,5.29,28-04-2015,28.06
20150428:1511,383.87,29.45,8.07,5.61,28-04-2015,27.9
20150428:1611,230.79,21.45,7.2,4.99,28-04-2015,27.07
20150428:1711,75.76,13.22,6.32,4.36,28-04-2015,27.1
20150428:1811,25.12,5.17,5.45,3.74,28-04-2015,26.99
20150428:1911,0,0,5.11,3.66,28-04-2015,26.61
20150428:2011,0,0,4.77,3.59,28-04-2015,26.42
20150428:2111,0,0,4.43,3.52,28-04-2015,26.64
20150428:2211,0,0,4.52,3.31,28-04-2015,25.46
20150428:2311,0,0,4.6,3.11,28-04-2015,24.34
20150429:0011,0,0,4.69,2.91,29-04-2015,24.48
20150429:0111,0,0,4.43,2.88,29-04-2015,24.07
20150429:0211,0,0,4.17,2.86,29-04-2015,23.97
20150429:0311,0,0,3.92,2.83,29-04-2015,24.08
20150429:0411,1.67,2.75,4.61,3.15,29-04-2015,24.38
20150429:0511,54.99,10.65,5.3,3.47,29-04-2015,25.17
20150429:0611,244.69,18.86,5.99,3.79,29-04-2015,26.58
20150429:0711,403.33,26.99,6.84,4.27,29-04-2015,31.07
20150429:0811,532.47,34.6,7.69,4.75,29-04-2015,31.69
20150429:0911,631.82,41.1,8.54,5.23,29-04-2015,29.22
20150429:1011,746.76,45.74,8.82,5.62,29-04-2015,28.3
20150429:1111,730.18,47.78,9.11,6.02,29-04-2015,27.55
20150429:1211,326.89,46.77,9.39,6.41,29-04-2015,26.85
20150429:1311,153.57,42.94,9.59,6.22,29-04-2015,26.45
20150429:1411,415.18,37,9.79,6.02,29-04-2015,26.15
20150429:1511,60.53,29.7,10,5.82,29-04-2015,26.26
20150429:1611,320.27,21.69,9.71,5.41,29-04-2015,25.98
20150429:1711,122.79,13.46,9.43,5,29-04-2015,26.14
20150429:1811,22.61,5.41,9.14,4.59,29-04-2015,26.3
20150429:1911,0,0,8.65,5.06,29-04-2015,26.46
20150429:2011,0,0,8.15,5.53,29-04-2015,26.67
20150429:2111,0,0,7.65,6,29-04-2015,26.38
20150429:2211,0,0,7.29,5.38,29-04-2015,25.28
20150429:2311,0,0,6.93,4.76,29-04-2015,24.34
20150430:0011,0,0,6.57,4.14,30-04-2015,23.73
20150430:0111,0,0,6.2,3.42,30-04-2015,23.13
20150430:0211,0,0,5.84,2.7,30-04-2015,22.97
20150430:0311,0,0,5.48,1.99,30-04-2015,23.45
20150430:0411,2.51,3.03,5.85,2.17,30-04-2015,23.94
20150430:0511,44.06,10.93,6.22,2.34,30-04-2015,25.19
20150430:0611,222.96,19.13,6.59,2.52,30-04-2015,26.21
20150430:0711,384.56,27.27,7.26,2.83,30-04-2015,37.73
20150430:0811,482.32,34.89,7.93,3.14,30-04-2015,41.19
20150430:0911,455.98,41.39,8.59,3.45,30-04-2015,37.18
20150430:1011,130.08,46.05,8.94,3.03,30-04-2015,28.48
20150430:1111,739.68,48.09,9.29,2.61,30-04-2015,27.92
20150430:1211,635.46,47.07,9.64,2.19,30-04-2015,27.27
20150430:1311,108.4,43.22,9.66,2.36,30-04-2015,26.86
20150430:1411,58.72,37.25,9.67,2.53,30-04-2015,26.71
20150430:1511,60.53,29.94,9.69,2.7,30-04-2015,26.3
20150430:1611,49.68,21.92,8.98,2.57,30-04-2015,26.27
20150430:1711,50.59,13.69,8.28,2.45,30-04-2015,26.29
20150430:1811,13.4,5.65,7.58,2.32,30-04-2015,26.15
20150430:1911,0,0,6.61,2.33,30-04-2015,37.79
20150430:2011,0,0,5.63,2.34,30-04-2015,31.77
20150430:2111,0,0,4.65,2.34,30-04-2015,31.64
20150430:2211,0,0,4.33,2.42,30-04-2015,25.91
20150430:2311,0,0,4,2.5,30-04-2015,25.24
20150501:0011,0,0,3.68,2.58,1/5/2015,24.69
20150501:0111,0,0,3.51,2.12,1/5/2015,24.09
20150501:0211,0,0,3.33,1.67,1/5/2015,23.79
20150501:0311,0,0,3.16,1.21,1/5/2015,23.51
20150501:0411,1.67,3.31,3.88,1.27,1/5/2015,23.43
20150501:0511,69.59,11.2,4.6,1.32,1/5/2015,23.29
20150501:0611,169.97,19.4,5.31,1.38,1/5/2015,23.2
20150501:0711,419.35,27.54,6.18,1.72,1/5/2015,23.89
20150501:0811,566.24,35.17,7.05,2.06,1/5/2015,24.71
20150501:0911,571.8,41.69,7.92,2.4,1/5/2015,25.26
20150501:1011,653.63,46.35,8.14,2.22,1/5/2015,25.49
20150501:1111,577.35,48.39,8.36,2.03,1/5/2015,25.37
20150501:1211,836.11,47.36,8.58,1.85,1/5/2015,25.17
20150501:1311,915.51,43.5,8.53,2.5,1/5/2015,24.84
20150501:1411,627.7,37.51,8.48,3.15,1/5/2015,24.57
20150501:1511,139.12,30.18,8.43,3.81,1/5/2015,24.52
20150501:1611,165.79,22.16,8,3.2,1/5/2015,24.4
20150501:1711,100.1,13.93,7.56,2.6,1/5/2015,24.6
20150501:1811,29.31,5.89,7.13,2,1/5/2015,24.88
20150501:1911,0,0,6.31,2.12,1/5/2015,25.3
20150501:2011,0,0,5.49,2.25,1/5/2015,25.66
20150501:2111,0,0,4.67,2.37,1/5/2015,25.67
20150501:2211,0,0,4.53,2.37,1/5/2015,25.69
20150501:2311,0,0,4.4,2.36,1/5/2015,24.89
20150502:0011,0,0,4.26,2.36,2/5/2015,23.94
20150502:0111,0,0,4.13,2.42,2/5/2015,21.62
20150502:0211,0,0,3.99,2.49,2/5/2015,19.85
20150502:0311,0,0,3.86,2.55,2/5/2015,18.59
20150502:0411,13.4,3.58,4.61,2.83,2/5/2015,18.4
20150502:0511,57.03,11.46,5.36,3.1,2/5/2015,20.04
20150502:0611,252.82,19.67,6.1,3.38,2/5/2015,22.07
20150502:0711,485.41,27.81,7.06,3.37,2/5/2015,23.22
20150502:0811,683.23,35.44,8.01,3.36,2/5/2015,24.64
20150502:0911,865.55,41.97,8.97,3.35,2/5/2015,24.74
20150502:1011,992.51,46.65,9.16,3.31,2/5/2015,24.73
20150502:1111,1044.53,48.69,9.36,3.26,2/5/2015,24.62
20150502:1211,1015.49,47.65,9.55,3.21,2/5/2015,24.22
20150502:1311,922.01,43.77,9.44,3.37,2/5/2015,23.95
20150502:1411,755.96,37.76,9.33,3.54,2/5/2015,23.72
20150502:1511,556.3,30.42,9.22,3.7,2/5/2015,23.51
20150502:1611,343.11,22.39,8.59,3.26,2/5/2015,24.13
20150502:1711,126.25,14.16,7.95,2.81,2/5/2015,24.83
20150502:1811,29.31,6.13,7.32,2.37,2/5/2015,25.1
20150502:1911,0,0,5.84,2.51,2/5/2015,25.17
20150502:2011,0,0,4.37,2.65,2/5/2015,25.72
20150502:2111,0,0,2.89,2.79,2/5/2015,26.07
20150502:2211,0,0,2.57,2.74,2/5/2015,25.61
20150502:2311,0,0,2.26,2.7,2/5/2015,25.14
20150503:0011,0,0,1.94,2.66,3/5/2015,22.97
20150503:0111,0,0,2.23,2.34,3/5/2015,23.44
20150503:0211,0,0,2.52,2.03,3/5/2015,23.27
20150503:0311,0,0,2.81,1.71,3/5/2015,22.76
20150503:0411,2.51,3.84,3.39,1.31,3/5/2015,22.56
20150503:0511,68.17,11.72,3.98,0.92,3/5/2015,22.1
20150503:0611,240.58,19.92,4.56,0.52,3/5/2015,19.88
20150503:0711,409.88,28.07,6.07,1.69,3/5/2015,23.09
20150503:0811,552.16,35.71,7.57,2.86,3/5/2015,23.99
20150503:0911,866.81,42.25,9.08,4.03,3/5/2015,24.44
20150503:1011,987.2,46.95,9.9,4.3,3/5/2015,24.59
20150503:1111,1045.67,48.99,10.71,4.57,3/5/2015,24.45
20150503:1211,962.97,47.94,11.53,4.84,3/5/2015,24.2
20150503:1311,855.23,44.03,11.72,5.41,3/5/2015,23.7
20150503:1411,440.24,38.01,11.9,5.98,3/5/2015,23.39
20150503:1511,390.14,30.65,12.09,6.55,3/5/2015,23.25
20150503:1611,223.35,22.62,11.16,6.42,3/5/2015,12.72
20150503:1711,34.33,14.39,10.23,6.29,3/5/2015,13.29
20150503:1811,5.02,6.36,9.3,6.15,3/5/2015,16.01
20150503:1911,0,0,8.81,6.66,3/5/2015,18.81
20150503:2011,0,0,8.32,7.17,3/5/2015,19.96
20150503:2111,0,0,7.83,7.68,3/5/2015,20.5
20150503:2211,0,0,8.02,7.7,3/5/2015,20.48
20150503:2311,0,0,8.22,7.72,3/5/2015,12.17
20150504:0011,0,0,8.41,7.74,4/5/2015,9.59
20150504:0111,0,0,8.72,6.61,4/5/2015,9.52
20150504:0211,0,0,9.03,5.48,4/5/2015,10.39
20150504:0311,0,0,9.34,4.34,4/5/2015,4.89
20150504:0411,17.58,4.11,9.72,4.68,4/5/2015,9.6
20150504:0511,28,11.98,10.1,5.02,4/5/2015,19.11
20150504:0611,89.43,20.18,10.47,5.35,4/5/2015,30.08
20150504:0711,157.04,28.33,11.3,5.36,4/5/2015,28.91
20150504:0811,139.12,35.98,12.12,5.36,4/5/2015,31.44
20150504:0911,55.11,42.53,12.95,5.37,4/5/2015,30.08
20150504:1011,397.8,47.24,12.87,5.17,4/5/2015,29.18
20150504:1111,403.31,49.28,12.8,4.97,4/5/2015,28.82
20150504:1211,379.65,48.22,12.72,4.77,4/5/2015,28.43
20150504:1311,113.82,44.3,12.59,5.11,4/5/2015,28.14
20150504:1411,179.35,38.25,12.47,5.45,4/5/2015,28.01
20150504:1511,324.66,30.88,12.34,5.79,4/5/2015,27.68
20150504:1611,272.36,22.84,11.88,5.15,4/5/2015,27.61
20150504:1711,104.26,14.61,11.43,4.51,4/5/2015,28.06
20150504:1811,33.49,6.59,10.97,3.86,4/5/2015,28.68
20150504:1911,0,0,9.92,3.31,4/5/2015,33.69
20150504:2011,0,0,8.86,2.75,4/5/2015,35.1
20150504:2111,0,0,7.81,2.19,4/5/2015,39.63
20150504:2211,0,0,7.47,2.24,4/5/2015,28.04
20150504:2311,0,0,7.14,2.29,4/5/2015,26.5
20150505:0011,0,0,6.8,2.33,5/5/2015,24
20150505:0111,0,0,7.33,2.5,5/5/2015,23.84
20150505:0211,0,0,7.87,2.67,5/5/2015,23.8
20150505:0311,0,0,8.4,2.84,5/5/2015,23.62
20150505:0411,2.51,4.36,9.26,3.86,5/5/2015,23.57
20150505:0511,38.84,12.23,10.11,4.87,5/5/2015,24.25
20150505:0611,37.04,20.43,10.96,5.89,5/5/2015,25.57
20150505:0711,80.4,28.58,11.12,6.43,5/5/2015,29.61
20150505:0811,62.33,36.24,11.27,6.97,5/5/2015,30.86
20150505:0911,71.37,42.8,11.43,7.5,5/5/2015,28.59
20150505:1011,66.85,47.52,12.23,7.18,5/5/2015,26.84
20150505:1111,77.69,49.57,13.03,6.86,5/5/2015,26.56
20150505:1211,158.09,48.5,13.83,6.54,5/5/2015,26.14
20150505:1311,57.82,44.56,14.71,6.37,5/5/2015,26.67
20150505:1411,108.4,38.49,15.59,6.21,5/5/2015,25.21
20150505:1511,49.68,31.11,16.47,6.04,5/5/2015,24.87
20150505:1611,198.2,23.06,15.28,6.06,5/5/2015,24.85
20150505:1711,23.49,14.84,14.08,6.09,5/5/2015,24.99
20150505:1811,5.86,6.82,12.89,6.11,5/5/2015,25.47
20150505:1911,0,0,11.97,6.19,5/5/2015,25.48
20150505:2011,0,0,11.04,6.27,5/5/2015,25.22
20150505:2111,0,0,10.12,6.34,5/5/2015,25.18
20150505:2211,0,0,9.85,5.78,5/5/2015,24.5
20150505:2311,0,0,9.58,5.22,5/5/2015,23.23
20150506:0011,0,0,9.31,4.66,6/5/2015,21.96
20150506:0111,0,0,9.37,4.76,6/5/2015,20.48
20150506:0211,0,0,9.43,4.86,6/5/2015,17.97
20150506:0311,0,0,9.49,4.97,6/5/2015,15.9
20150506:0411,20.1,4.61,10.08,4.99,6/5/2015,17.1
20150506:0511,69.42,12.47,10.67,5.01,6/5/2015,22.84
20150506:0611,244.06,20.67,11.26,5.03,6/5/2015,24.7
20150506:0711,172.2,28.83,11.74,6.16,6/5/2015,26.17
20150506:0811,231.97,36.49,12.23,7.28,6/5/2015,27.07
20150506:0911,493.76,43.07,12.71,8.4,6/5/2015,26.97
20150506:1011,307.99,47.8,12.47,7.6,6/5/2015,26.63
20150506:1111,423.02,49.85,12.23,6.79,6/5/2015,26.65
20150506:1211,419.84,48.78,11.99,5.99,6/5/2015,24
20150506:1311,324.73,44.81,11.7,6.43,6/5/2015,24.56
20150506:1411,543.29,38.73,11.42,6.87,6/5/2015,24.42
20150506:1511,168.18,31.34,11.13,7.31,6/5/2015,24.24
20150506:1611,35.23,23.28,10.68,6.78,6/5/2015,24.16
20150506:1711,119.47,15.06,10.22,6.24,6/5/2015,23.24
20150506:1811,5.86,7.05,9.77,5.71,6/5/2015,26.74
20150506:1911,0,0,9.49,5.59,6/5/2015,25.64
20150506:2011,0,0,9.22,5.46,6/5/2015,25.53
20150506:2111,0,0,8.94,5.34,6/5/2015,25.93
20150506:2211,0,0,8.99,5.35,6/5/2015,25.53
20150506:2311,0,0,9.05,5.37,6/5/2015,22
20150507:0011,0,0,9.1,5.38,7/5/2015,18.2
20150507:0111,0,0,9.03,5.66,7/5/2015,13.95
20150507:0211,0,0,8.95,5.94,7/5/2015,12.11
20150507:0311,0,0,8.88,6.22,7/5/2015,11.3
20150507:0411,3.35,4.86,8.97,6.37,7/5/2015,12.64
20150507:0511,21.68,12.71,9.05,6.51,7/5/2015,18.41
20150507:0611,133.67,20.91,9.13,6.66,7/5/2015,23.57
20150507:0711,135.72,29.07,9.16,6.99,7/5/2015,25.64
20150507:0811,181.07,36.74,9.18,7.32,7/5/2015,25.82
20150507:0911,372.05,43.33,9.21,7.66,7/5/2015,25.52
20150507:1011,230.01,48.07,9.07,7.58,7/5/2015,24.67
20150507:1111,441.51,50.13,8.92,7.51,7/5/2015,24.17
20150507:1211,455.63,49.05,8.78,7.43,7/5/2015,23.65
20150507:1311,287.5,45.07,8.95,7.72,7/5/2015,23.61
20150507:1411,321.07,38.97,9.13,8,7/5/2015,23.32
20150507:1511,289.57,31.56,9.3,8.29,7/5/2015,23.51
20150507:1611,183.47,23.5,8.88,7.38,7/5/2015,23.86
20150507:1711,89.04,15.27,8.45,6.48,7/5/2015,24.32
20150507:1811,33.49,7.27,8.03,5.57,7/5/2015,24.45
20150507:1911,0,0,7.43,5.01,7/5/2015,24.83
20150507:2011,0,0,6.83,4.44,7/5/2015,25.23
20150507:2111,0,0,6.23,3.88,7/5/2015,26.01
20150507:2211,0,0,6.06,4.03,7/5/2015,25.22
20150507:2311,0,0,5.9,4.19,7/5/2015,23.79
20150508:0011,0,0,5.73,4.34,8/5/2015,22.02
20150508:0111,0,0,5.73,3.83,8/5/2015,21.51
20150508:0211,0,0,5.74,3.32,8/5/2015,21.35
20150508:0311,0,0,5.74,2.81,8/5/2015,21.66
20150508:0411,25.12,5.1,6.41,2.91,8/5/2015,22.05
20150508:0511,68.33,12.95,7.08,3.01,8/5/2015,23.11
20150508:0611,254.73,21.14,7.74,3.1,8/5/2015,30.89
20150508:0711,464.26,29.3,8.41,3.71,8/5/2015,30.58
20150508:0811,609.05,36.98,9.07,4.31,8/5/2015,31.21
20150508:0911,708.14,43.59,9.74,4.91,8/5/2015,32.58
20150508:1011,771.99,48.34,9.96,5.01,8/5/2015,31.55
20150508:1111,748.36,50.41,10.19,5.1,8/5/2015,30.89
20150508:1211,747.09,49.31,10.41,5.2,8/5/2015,29.29
20150508:1311,728.25,45.32,10.38,4.78,8/5/2015,26.79
20150508:1411,736.9,39.2,10.35,4.36,8/5/2015,25.08
20150508:1511,540.12,31.78,10.32,3.94,8/5/2015,25.1
20150508:1611,335.8,23.72,9.81,3.16,8/5/2015,25.24
20150508:1711,136.19,15.49,9.3,2.38,8/5/2015,30.07
20150508:1811,40.19,7.5,8.79,1.6,8/5/2015,33.93
20150508:1911,0,0,7.39,1.88,8/5/2015,33.02
20150508:2011,0,0,6,2.16,8/5/2015,31.02
20150508:2111,0,0,4.6,2.44,8/5/2015,26.64
20150508:2211,0,0,4.37,2.53,8/5/2015,25.08
20150508:2311,0,0,4.15,2.62,8/5/2015,22.97
20150509:0011,0,0,3.92,2.7,9/5/2015,21.46
20150509:0111,0,0,4.75,2.74,9/5/2015,20.04
20150509:0211,0,0,5.57,2.77,9/5/2015,18.41
20150509:0311,0,0,6.4,2.8,9/5/2015,15.72
20150509:0411,4.19,5.34,7.09,3.62,9/5/2015,15.75
20150509:0511,20.78,13.18,7.79,4.44,9/5/2015,15.66
20150509:0611,26.2,21.37,8.48,5.26,9/5/2015,16.86
20150509:0711,56.01,29.53,8.88,5.75,9/5/2015,18.42
20150509:0811,74.08,37.22,9.27,6.25,9/5/2015,21.08
20150509:0911,104.79,43.84,9.67,6.74,9/5/2015,21.11
20150509:1011,92.14,48.61,9.67,6.67,9/5/2015,19.48
20150509:1111,87.63,50.67,9.66,6.59,9/5/2015,19.12
20150509:1211,180.67,49.57,9.66,6.51,9/5/2015,18.26
20150509:1311,93.05,45.56,9.92,6.15,9/5/2015,17.77
20150509:1411,110.21,39.43,10.17,5.79,9/5/2015,17.99
20150509:1511,102.08,32,10.43,5.43,9/5/2015,18.4
20150509:1611,113.9,23.93,10.12,5.37,9/5/2015,19.17
20150509:1711,18.07,15.7,9.81,5.3,9/5/2015,19.89
20150509:1811,10.88,7.71,9.5,5.23,9/5/2015,20.64
20150509:1911,0,0.32,9.09,4.82,9/5/2015,19.79
20150509:2011,0,0,8.68,4.41,9/5/2015,20.28
20150509:2111,0,0,8.27,4,9/5/2015,20.95
20150509:2211,0,0,8.19,3.1,9/5/2015,20.99
20150509:2311,0,0,8.11,2.2,9/5/2015,19.03
20150510:0011,0,0,8.03,1.3,10/5/2015,8.1
20150510:0111,0,0,7.93,2.25,10/5/2015,10.32
20150510:0211,0,0,7.83,3.21,10/5/2015,12.58
20150510:0311,0,0,7.73,4.17,10/5/2015,11.9
20150510:0411,4.19,5.56,7.8,4.51,10/5/2015,9.44
20150510:0511,43.36,13.4,7.87,4.86,10/5/2015,8.39
20150510:0611,230.35,21.59,7.94,5.2,10/5/2015,9.08
20150510:0711,465.21,29.76,8.64,6.04,10/5/2015,9.96
20150510:0811,696.85,37.45,9.34,6.88,10/5/2015,9.99
20150510:0911,895.73,44.09,10.04,7.72,10/5/2015,9.95
20150510:1011,1022.54,48.86,10.33,7.6,10/5/2015,2.78
20150510:1111,1049.81,50.94,10.61,7.49,10/5/2015,2.76
20150510:1211,1052.11,49.83,10.9,7.37,10/5/2015,19.65
20150510:1311,938.85,45.8,10.85,6.86,10/5/2015,19.16
20150510:1411,800.72,39.65,10.8,6.35,10/5/2015,19.09
20150510:1511,589.11,32.22,10.75,5.85,10/5/2015,18.6
20150510:1611,349.68,24.14,10.32,5.09,10/5/2015,19.19
20150510:1711,138.74,15.91,9.89,4.33,10/5/2015,20.56
20150510:1811,35.17,7.93,9.46,3.57,10/5/2015,21.68
20150510:1911,0,0.55,8.73,3.28,10/5/2015,23.46
20150510:2011,0,0,8.01,2.98,10/5/2015,24.41
20150510:2111,0,0,7.28,2.69,10/5/2015,25.28
20150510:2211,0,0,7.41,3.03,10/5/2015,24.54
20150510:2311,0,0,7.54,3.37,10/5/2015,23.22
20150511:0011,0,0,7.67,3.71,11/5/2015,22.04
20150511:0111,0,0,7.98,4.21,11/5/2015,18.35
20150511:0211,0,0,8.29,4.71,11/5/2015,17.06
20150511:0311,0,0,8.6,5.21,11/5/2015,19.1
20150511:0411,4.19,5.79,9.37,5.5,11/5/2015,19.62
20150511:0511,64.2,13.62,10.14,5.78,11/5/2015,18.62
20150511:0611,190.87,21.81,10.91,6.07,11/5/2015,25.21
