time,G(i),H_sun,T2m,WS10m,,Price
20151104:0511,0,0,7.35,2.17,4/11/2015,24.69
20151104:0611,0,0,7.42,1.9,4/11/2015,25.35
20151104:0711,2.71,2.96,7.81,2.01,4/11/2015,38.12
20151104:0811,26.2,9.21,8.19,2.12,4/11/2015,38.09
20151104:0911,53.3,14.04,8.57,2.23,4/11/2015,36.39
20151104:1011,58.72,17.07,8.98,2.35,4/11/2015,36.37
20151104:1111,56.91,18.03,9.4,2.46,4/11/2015,30.27
20151104:1211,220.13,16.81,9.81,2.58,4/11/2015,27.33
20151104:1311,100.28,13.55,9.26,2.61,4/11/2015,29.95
20151104:1411,29.81,8.53,8.71,2.64,4/11/2015,29.93
20151104:1511,1.67,2.13,8.16,2.68,4/11/2015,29.95
20151104:1611,0,0,7.68,2.81,4/11/2015,39.9
20151104:1711,0,0,7.2,2.94,4/11/2015,48.83
20151104:1811,0,0,6.72,3.08,4/11/2015,42.15
20151104:1911,0,0,6.86,3.18,4/11/2015,28.32
20151104:2011,0,0,6.99,3.29,4/11/2015,25.95
20151104:2111,0,0,7.13,3.39,4/11/2015,25.25
20151104:2211,0,0,7.32,3.52,4/11/2015,24.83
20151104:2311,0,0,7.51,3.65,4/11/2015,24.05
20151105:0011,0,0,7.7,3.78,5/11/2015,23.82
20151105:0111,0,0,7.67,3.57,5/11/2015,23.33
20151105:0211,0,0,7.63,3.36,5/11/2015,23.2
20151105:0311,0,0,7.6,3.14,5/11/2015,23.66
20151105:0411,0,0,7.84,3.19,5/11/2015,24.24
20151105:0511,0,0,8.08,3.24,5/11/2015,24.6
20151105:0611,0,0,8.32,3.28,5/11/2015,25.03
20151105:0711,3.61,2.68,8.86,3.4,5/11/2015,28.55
20151105:0811,232.55,8.93,9.4,3.52,5/11/2015,29.45
20151105:0911,46.97,13.74,9.94,3.64,5/11/2015,28.03
20151105:1011,77.69,16.77,10.36,3.62,5/11/2015,28.09
20151105:1111,111.3,17.72,10.79,3.6,5/11/2015,27.14
20151105:1211,90.16,16.51,11.21,3.59,5/11/2015,26.41
20151105:1311,20.78,13.26,11.37,3.49,5/11/2015,26.22
20151105:1411,9.03,8.25,11.52,3.38,5/11/2015,26.21
20151105:1511,0,1.87,11.67,3.28,5/11/2015,27.47
20151105:1611,0,0,11.54,3.29,5/11/2015,30
20151105:1711,0,0,11.4,3.3,5/11/2015,43.81
20151105:1811,0,0,11.27,3.31,5/11/2015,31.43
20151105:1911,0,0,11.22,3.24,5/11/2015,27.4
20151105:2011,0,0,11.18,3.16,5/11/2015,25.92
20151105:2111,0,0,11.13,3.09,5/11/2015,25.3
20151105:2211,0,0,11.05,3.12,5/11/2015,24.9
20151105:2311,0,0,10.98,3.15,5/11/2015,24.3
20151106:0011,0,0,10.9,3.19,6/11/2015,23.61
20151106:0111,0,0,10.78,3.14,6/11/2015,23.06
20151106:0211,0,0,10.66,3.1,6/11/2015,22.88
20151106:0311,0,0,10.54,3.06,6/11/2015,23.08
20151106:0411,0,0,10.56,3.28,6/11/2015,23.94
20151106:0511,0,0,10.57,3.5,6/11/2015,24.44
20151106:0611,0,0,10.58,3.72,6/11/2015,25.11
20151106:0711,8.13,2.41,10.83,3.74,6/11/2015,28.18
20151106:0811,18.97,8.64,11.07,3.75,6/11/2015,28.48
20151106:0911,28,13.45,11.31,3.77,6/11/2015,28.2
20151106:1011,45.17,16.46,11.43,3.74,6/11/2015,28.16
20151106:1111,107.79,17.42,11.54,3.72,6/11/2015,27.53
20151106:1211,69.56,16.22,11.66,3.7,6/11/2015,26.71
20151106:1311,45.17,12.97,11.76,3.75,6/11/2015,26.36
20151106:1411,8.13,7.98,11.86,3.81,6/11/2015,25.57
20151106:1511,0,1.61,11.96,3.86,6/11/2015,25.4
20151106:1611,0,0,11.98,3.85,6/11/2015,27.6
20151106:1711,0,0,12,3.84,6/11/2015,29.55
20151106:1811,0,0,12.02,3.83,6/11/2015,28.27
20151106:1911,0,0,12.04,3.95,6/11/2015,25.82
20151106:2011,0,0,12.06,4.07,6/11/2015,25.16
20151106:2111,0,0,12.08,4.19,6/11/2015,24.76
20151106:2211,0,0,12.03,4.41,6/11/2015,24.37
20151106:2311,0,0,11.98,4.63,6/11/2015,23.55
20151107:0011,0,0,11.93,4.86,7/11/2015,22.86
20151107:0111,0,0,12.26,4.83,7/11/2015,22.08
20151107:0211,0,0,12.58,4.8,7/11/2015,21.66
20151107:0311,0,0,12.91,4.77,7/11/2015,20.43
20151107:0411,0,0,12.82,4.98,7/11/2015,21.29
20151107:0511,0,0,12.72,5.19,7/11/2015,22.07
20151107:0611,0,0,12.62,5.39,7/11/2015,21.92
20151107:0711,0,2.14,12.56,5.15,7/11/2015,22.63
20151107:0811,26.2,8.36,12.5,4.91,7/11/2015,22.96
20151107:0911,75.32,13.16,12.44,4.68,7/11/2015,23.75
20151107:1011,193.58,16.17,12.36,4.57,7/11/2015,24.17
20151107:1111,96.27,17.12,12.29,4.47,7/11/2015,24.34
20151107:1211,49.68,15.92,12.21,4.37,7/11/2015,24.33
20151107:1311,21.68,12.69,12.17,4.65,7/11/2015,24.3
20151107:1411,11.74,7.71,12.13,4.93,7/11/2015,24.2
20151107:1511,0,1.36,12.08,5.21,7/11/2015,24.37
20151107:1611,0,0,12.55,6.22,7/11/2015,24.85
20151107:1711,0,0,13.02,7.22,7/11/2015,25.17
20151107:1811,0,0,13.48,8.22,7/11/2015,24.89
20151107:1911,0,0,13.18,9.24,7/11/2015,24.38
20151107:2011,0,0,12.88,10.25,7/11/2015,23.37
20151107:2111,0,0,12.58,11.27,7/11/2015,22.09
20151107:2211,0,0,11.88,12.17,7/11/2015,21.65
20151107:2311,0,0,11.19,13.06,7/11/2015,11.93
20151108:0011,0,0,10.49,13.96,8/11/2015,-13.38
20151108:0111,0,0,10.46,12.77,8/11/2015,-13.42
20151108:0211,0,0,10.44,11.59,8/11/2015,-16.06
20151108:0311,0,0,10.41,10.4,8/11/2015,-10.07
20151108:0411,0,0,10.37,9.12,8/11/2015,1.93
20151108:0511,0,0,10.33,7.83,8/11/2015,12.94
20151108:0611,0,0,10.28,6.55,8/11/2015,13.11
20151108:0711,0,1.87,10.58,6.11,8/11/2015,17.31
20151108:0811,333.47,8.08,10.87,5.67,8/11/2015,22.93
20151108:0911,304.82,12.87,11.17,5.23,8/11/2015,22.61
20151108:1011,514.16,15.87,11.35,4.93,8/11/2015,23.26
20151108:1111,463,16.83,11.54,4.64,8/11/2015,23.66
20151108:1211,575.07,15.64,11.72,4.34,8/11/2015,23.86
20151108:1311,204.57,12.42,11.51,3.93,8/11/2015,24.17
20151108:1411,373.07,7.45,11.29,3.51,8/11/2015,24.39
20151108:1511,0,1.11,11.07,3.09,8/11/2015,24.66
20151108:1611,0,0,10.91,4.05,8/11/2015,25.22
20151108:1711,0,0,10.75,5,8/11/2015,27.55
20151108:1811,0,0,10.6,5.96,8/11/2015,26.39
20151108:1911,0,0,10.73,6.3,8/11/2015,25.49
20151108:2011,0,0,10.87,6.65,8/11/2015,24.97
20151108:2111,0,0,11.01,6.99,8/11/2015,24.57
20151108:2211,0,0,11.1,7.52,8/11/2015,23.65
20151108:2311,0,0,11.2,8.04,8/11/2015,22.54
20151109:0011,0,0,11.29,8.57,9/11/2015,17.94
20151109:0111,0,0,11.6,8.11,9/11/2015,17.09
20151109:0211,0,0,11.9,7.66,9/11/2015,14.5
20151109:0311,0,0,12.21,7.21,9/11/2015,12.81
20151109:0411,0,0,11.33,6.51,9/11/2015,13.33
20151109:0511,0,0,10.44,5.82,9/11/2015,19.31
20151109:0611,0,0,9.55,5.12,9/11/2015,26.18
20151109:0711,0,1.6,9.7,5.77,9/11/2015,27.59
20151109:0811,32.52,7.8,9.84,6.42,9/11/2015,25.7
20151109:0911,252.12,12.58,9.98,7.08,9/11/2015,25.15
20151109:1011,50.59,15.58,10.05,7.53,9/11/2015,25.05
20151109:1111,44.26,16.54,10.12,7.98,9/11/2015,24.77
20151109:1211,95.94,15.36,10.19,8.43,9/11/2015,24.46
20151109:1311,25.29,12.15,10.4,8.99,9/11/2015,24.4
20151109:1411,30.71,7.2,10.61,9.55,9/11/2015,24.27
20151109:1511,0,0.87,10.82,10.11,9/11/2015,24.29
20151109:1611,0,0,11.13,10.11,9/11/2015,24.66
20151109:1711,0,0,11.43,10.12,9/11/2015,25.08
20151109:1811,0,0,11.73,10.12,9/11/2015,24.47
20151109:1911,0,0,11.63,9.7,9/11/2015,24.18
20151109:2011,0,0,11.53,9.28,9/11/2015,24
20151109:2111,0,0,11.43,8.86,9/11/2015,24.42
20151109:2211,0,0,11.27,7.56,9/11/2015,20.94
20151109:2311,0,0,11.11,6.27,9/11/2015,9.5
20151110:0011,0,0,10.95,4.98,10/11/2015,11.6
20151110:0111,0,0,11.2,4.25,10/11/2015,10.66
20151110:0211,0,0,11.44,3.53,10/11/2015,4.49
20151110:0311,0,0,11.69,2.8,10/11/2015,15.09
20151110:0411,0,0,12.03,4.62,10/11/2015,18.95
20151110:0511,0,0,12.37,6.43,10/11/2015,15.11
20151110:0611,0,0,12.71,8.25,10/11/2015,28.32
20151110:0711,0,1.33,13.17,8.36,10/11/2015,24.8
20151110:0811,15.36,7.53,13.62,8.47,10/11/2015,24.88
20151110:0911,20.78,12.3,14.08,8.58,10/11/2015,24.76
20151110:1011,78.59,15.3,14.07,8.58,10/11/2015,24.84
20151110:1111,28,16.25,14.07,8.58,10/11/2015,24.47
20151110:1211,18.97,15.08,14.06,8.58,10/11/2015,24.33
20151110:1311,134.83,11.89,13.9,8,10/11/2015,24.23
20151110:1411,13.55,6.95,13.74,7.43,10/11/2015,24.27
20151110:1511,0,0.63,13.57,6.86,10/11/2015,24.38
20151110:1611,0,0,13.36,6.48,10/11/2015,24.68
20151110:1711,0,0,13.14,6.11,10/11/2015,26.03
20151110:1811,0,0,12.93,5.74,10/11/2015,25.38
20151110:1911,0,0,12.97,6.56,10/11/2015,24.51
20151110:2011,0,0,13.02,7.38,10/11/2015,24.18
20151110:2111,0,0,13.07,8.21,10/11/2015,23.93
20151110:2211,0,0,12.96,7.53,10/11/2015,23.21
20151110:2311,0,0,12.84,6.86,10/11/2015,21.63
20151111:0011,0,0,12.73,6.18,11/11/2015,21.03
20151111:0111,0,0,12.72,5.71,11/11/2015,20.65
20151111:0211,0,0,12.71,5.25,11/11/2015,20.55
20151111:0311,0,0,12.7,4.79,11/11/2015,20.84
20151111:0411,0,0,12.47,5.03,11/11/2015,21.46
20151111:0511,0,0,12.24,5.27,11/11/2015,22.74
20151111:0611,0,0,12,5.52,11/11/2015,23.75
20151111:0711,0,1.07,12.16,5.31,11/11/2015,24.62
20151111:0811,22.58,7.26,12.32,5.1,11/11/2015,25.88
20151111:0911,61.85,12.02,12.48,4.9,11/11/2015,25.4
20151111:1011,168.97,15.01,12.4,4.73,11/11/2015,25.98
20151111:1111,115.19,15.97,12.32,4.57,11/11/2015,25.27
20151111:1211,52.4,14.81,12.24,4.4,11/11/2015,24.82
20151111:1311,43.36,11.63,12.12,4.05,11/11/2015,24.96
20151111:1411,6.32,6.71,11.99,3.7,11/11/2015,24.99
20151111:1511,0,0.4,11.86,3.35,11/11/2015,25.26
20151111:1611,0,0,11.86,3.87,11/11/2015,26.92
20151111:1711,0,0,11.86,4.38,11/11/2015,31.15
20151111:1811,0,0,11.86,4.9,11/11/2015,27.65
20151111:1911,0,0,11.95,5.45,11/11/2015,25.55
20151111:2011,0,0,12.04,6,11/11/2015,24.62
20151111:2111,0,0,12.13,6.55,11/11/2015,24.24
20151111:2211,0,0,12.05,6.33,11/11/2015,23.62
20151111:2311,0,0,11.96,6.1,11/11/2015,22.56
20151112:0011,0,0,11.88,5.88,12/11/2015,21.62
20151112:0111,0,0,11.82,6.53,12/11/2015,21.23
20151112:0211,0,0,11.75,7.19,12/11/2015,21.06
20151112:0311,0,0,11.69,7.85,12/11/2015,21.02
20151112:0411,0,0,11.2,7.64,12/11/2015,21.94
20151112:0511,0,0,10.7,7.43,12/11/2015,22.2
20151112:0611,0,0,10.2,7.23,12/11/2015,23.55
20151112:0711,0,0.81,10.33,7.38,12/11/2015,24.52
20151112:0811,106.74,6.99,10.45,7.53,12/11/2015,24.99
20151112:0911,13.55,11.75,10.58,7.68,12/11/2015,24.63
20151112:1011,573.71,14.74,10.92,7.59,12/11/2015,24.6
20151112:1111,377.92,15.7,11.27,7.5,12/11/2015,24.42
20151112:1211,557.03,14.54,11.61,7.41,12/11/2015,24.18
20151112:1311,361.73,11.37,11.44,6.47,12/11/2015,24.41
20151112:1411,239.91,6.47,11.27,5.53,12/11/2015,24.77
20151112:1511,0,0.18,11.09,4.59,12/11/2015,25.18
20151112:1611,0,0,10.64,4.35,12/11/2015,26.37
20151112:1711,0,0,10.19,4.11,12/11/2015,28.42
20151112:1811,0,0,9.73,3.88,12/11/2015,28.35
20151112:1911,0,0,9.78,4.05,12/11/2015,27.28
20151112:2011,0,0,9.82,4.23,12/11/2015,26.1
20151112:2111,0,0,9.86,4.4,12/11/2015,25.51
20151112:2211,0,0,10.03,4.85,12/11/2015,24.05
20151112:2311,0,0,10.21,5.29,12/11/2015,23.43
20151113:0011,0,0,10.38,5.74,13-11-2015,23.05
20151113:0111,0,0,10.69,6.43,13-11-2015,22.15
20151113:0211,0,0,11.01,7.13,13-11-2015,21.89
20151113:0311,0,0,11.32,7.82,13-11-2015,21.88
20151113:0411,0,0,11.32,7.86,13-11-2015,22.27
20151113:0511,0,0,11.32,7.89,13-11-2015,22.58
20151113:0611,0,0,11.32,7.93,13-11-2015,23.64
20151113:0711,0,0.56,11.33,7.02,13-11-2015,24.43
20151113:0811,81.11,6.72,11.33,6.11,13-11-2015,24.65
20151113:0911,243.72,11.48,11.34,5.2,13-11-2015,24.21
20151113:1011,594.13,14.46,10.89,6.09,13-11-2015,24.06
20151113:1111,689.93,15.43,10.45,6.97,13-11-2015,23.93
20151113:1211,600.31,14.28,10,7.86,13-11-2015,23.91
20151113:1311,266.79,11.13,9.77,7.83,13-11-2015,23.8
20151113:1411,68.02,6.23,9.54,7.79,13-11-2015,23.81
20151113:1511,0,-0.04,9.3,7.75,13-11-2015,23.88
20151113:1611,0,0,8.57,7.21,13-11-2015,24.14
20151113:1711,0,0,7.84,6.68,13-11-2015,24.72
20151113:1811,0,0,7.11,6.14,13-11-2015,24.47
20151113:1911,0,0,6.89,6.55,13-11-2015,23.92
20151113:2011,0,0,6.67,6.96,13-11-2015,23.3
20151113:2111,0,0,6.45,7.37,13-11-2015,23.01
20151113:2211,0,0,6.52,7.11,13-11-2015,24.69
20151113:2311,0,0,6.59,6.86,13-11-2015,16.39
20151114:0011,0,0,6.66,6.61,14-11-2015,18.4
20151114:0111,0,0,6.87,5.81,14-11-2015,16.48
20151114:0211,0,0,7.09,5.02,14-11-2015,15
20151114:0311,0,0,7.3,4.22,14-11-2015,15.75
20151114:0411,0,0,7.28,4.43,14-11-2015,16.39
20151114:0511,0,0,7.26,4.63,14-11-2015,18.38
20151114:0611,0,0,7.23,4.84,14-11-2015,19.46
20151114:0711,0,0.3,7.6,5.2,14-11-2015,20.55
20151114:0811,274.39,6.46,7.97,5.56,14-11-2015,21.07
20151114:0911,505.95,11.21,8.34,5.92,14-11-2015,21.28
20151114:1011,17.16,14.2,8.29,6.77,14-11-2015,21.59
20151114:1111,18.97,15.16,8.24,7.63,14-11-2015,21.51
20151114:1211,17.16,14.03,8.19,8.48,14-11-2015,21.34
20151114:1311,152.88,10.88,7.97,8.13,14-11-2015,21.08
20151114:1411,249.54,6.01,7.75,7.78,14-11-2015,21.07
20151114:1511,0,0,7.53,7.43,14-11-2015,22.65
20151114:1611,0,0,7.47,6.92,14-11-2015,23.62
20151114:1711,0,0,7.41,6.4,14-11-2015,23.9
20151114:1811,0,0,7.36,5.89,14-11-2015,23.79
20151114:1911,0,0,7.45,5.61,14-11-2015,23.36
20151114:2011,0,0,7.54,5.34,14-11-2015,22.68
20151114:2111,0,0,7.63,5.06,14-11-2015,22.5
20151114:2211,0,0,7.64,4.36,14-11-2015,21.63
20151114:2311,0,0,7.65,3.66,14-11-2015,21.49
20151115:0011,0,0,7.66,2.97,15-11-2015,21.95
20151115:0111,0,0,7.25,2.67,15-11-2015,21.18
20151115:0211,0,0,6.84,2.37,15-11-2015,20.72
20151115:0311,0,0,6.43,2.07,15-11-2015,20.03
20151115:0411,0,0,6.32,2.02,15-11-2015,20.15
20151115:0511,0,0,6.2,1.97,15-11-2015,20.63
20151115:0611,0,0,6.08,1.92,15-11-2015,21.12
20151115:0711,0,0.05,6.54,1.98,15-11-2015,21.34
20151115:0811,295.13,6.21,6.99,2.05,15-11-2015,21.64
20151115:0911,99.64,10.95,7.45,2.11,15-11-2015,22.72
20151115:1011,252.1,13.93,7.85,2.22,15-11-2015,23.17
20151115:1111,643.68,14.91,8.24,2.33,15-11-2015,23.26
20151115:1211,669.4,13.78,8.64,2.44,15-11-2015,23.33
20151115:1311,535.75,10.65,7.57,2.26,15-11-2015,23.03
20151115:1411,241.19,5.79,6.5,2.07,15-11-2015,23.23
20151115:1511,0,0,5.43,1.89,15-11-2015,20.39
20151115:1611,0,0,5.14,2.19,15-11-2015,24.05
20151115:1711,0,0,4.85,2.5,15-11-2015,29.64
20151115:1811,0,0,4.57,2.8,15-11-2015,25.55
20151115:1911,0,0,4.12,2.53,15-11-2015,25
20151115:2011,0,0,3.68,2.27,15-11-2015,24.32
20151115:2111,0,0,3.24,2,15-11-2015,24.01
20151115:2211,0,0,3.94,2.63,15-11-2015,23.81
20151115:2311,0,0,4.63,3.25,15-11-2015,23.34
20151116:0011,0,0,5.33,3.88,16-11-2015,23.24
20151116:0111,0,0,6.1,4.67,16-11-2015,22.44
20151116:0211,0,0,6.88,5.46,16-11-2015,21.51
20151116:0311,0,0,7.65,6.25,16-11-2015,20.9
20151116:0411,0,0,8.57,6.1,16-11-2015,21.74
20151116:0511,0,0,9.48,5.94,16-11-2015,23.06
20151116:0611,0,0,10.39,5.79,16-11-2015,24.33
20151116:0711,0,0,10.86,6.44,16-11-2015,25.26
20151116:0811,5.42,5.95,11.32,7.08,16-11-2015,25.74
20151116:0911,19.87,10.69,11.78,7.72,16-11-2015,25.27
20151116:1011,27.1,13.68,11.62,7.63,16-11-2015,25.16
20151116:1111,87.31,14.65,11.47,7.53,16-11-2015,24.83
20151116:1211,210.02,13.53,11.31,7.43,16-11-2015,24.52
20151116:1311,121.02,10.42,10.62,7.14,16-11-2015,24.27
20151116:1411,9.94,5.57,9.93,6.84,16-11-2015,24.19
20151116:1511,0,0,9.24,6.54,16-11-2015,24.36
20151116:1611,0,0,8.87,6.23,16-11-2015,24.81
20151116:1711,0,0,8.5,5.92,16-11-2015,25.21
20151116:1811,0,0,8.14,5.61,16-11-2015,24.82
20151116:1911,0,0,8.09,5.48,16-11-2015,24.18
20151116:2011,0,0,8.04,5.34,16-11-2015,23.79
20151116:2111,0,0,7.99,5.2,16-11-2015,23.53
20151116:2211,0,0,7.87,5,16-11-2015,22.71
20151116:2311,0,0,7.75,4.8,16-11-2015,21.32
20151117:0011,0,0,7.63,4.61,17-11-2015,21.89
20151117:0111,0,0,7.57,4.47,17-11-2015,21.52
20151117:0211,0,0,7.5,4.33,17-11-2015,21.4
20151117:0311,0,0,7.44,4.19,17-11-2015,21.37
20151117:0411,0,0,7.42,4.22,17-11-2015,22.5
20151117:0511,0,0,7.4,4.25,17-11-2015,23.07
20151117:0611,0,0,7.37,4.28,17-11-2015,24.48
20151117:0711,0,0,7.7,4.29,17-11-2015,26.6
20151117:0811,20.78,5.71,8.02,4.31,17-11-2015,27.55
20151117:0911,70.83,10.44,8.34,4.33,17-11-2015,26.76
20151117:1011,28,13.42,8.65,4.45,17-11-2015,26.33
20151117:1111,25.29,14.4,8.96,4.56,17-11-2015,25.82
20151117:1211,430.15,13.29,9.27,4.68,17-11-2015,25.41
20151117:1311,455.02,10.2,8.96,4.71,17-11-2015,25.29
20151117:1411,152.09,5.37,8.65,4.75,17-11-2015,25.23
20151117:1511,0,0,8.33,4.79,17-11-2015,25.62
20151117:1611,0,0,8.27,4.21,17-11-2015,27.01
20151117:1711,0,0,8.21,3.64,17-11-2015,32.79
20151117:1811,0,0,8.15,3.06,17-11-2015,28.12
20151117:1911,0,0,7.97,3.01,17-11-2015,25.85
20151117:2011,0,0,7.79,2.96,17-11-2015,24.91
20151117:2111,0,0,7.61,2.91,17-11-2015,24.7
20151117:2211,0,0,7.8,3.21,17-11-2015,23.49
20151117:2311,0,0,8,3.51,17-11-2015,21.74
20151118:0011,0,0,8.19,3.81,18-11-2015,21.76
20151118:0111,0,0,8.24,4.47,18-11-2015,21.38
20151118:0211,0,0,8.29,5.13,18-11-2015,21.21
20151118:0311,0,0,8.34,5.79,18-11-2015,21.45
20151118:0411,0,0,8.16,5.49,18-11-2015,21.97
20151118:0511,0,0,7.98,5.2,18-11-2015,22.47
20151118:0611,0,0,7.79,4.9,18-11-2015,22.73
20151118:0711,0,0,8.04,5.28,18-11-2015,27.04
20151118:0811,283.76,5.46,8.29,5.67,18-11-2015,26.97
20151118:0911,277.31,10.19,8.54,6.06,18-11-2015,25.52
20151118:1011,432.73,13.17,8.79,6.69,18-11-2015,25.42
20151118:1111,386.56,14.16,9.03,7.33,18-11-2015,25.54
20151118:1211,224.19,13.06,9.28,7.97,18-11-2015,24.9
20151118:1311,70.7,9.98,9.18,7.44,18-11-2015,24.92
20151118:1411,4.52,5.16,9.08,6.91,18-11-2015,24.96
20151118:1511,0,0,8.97,6.39,18-11-2015,25.23
20151118:1611,0,0,8.81,5.68,18-11-2015,25.59
20151118:1711,0,0,8.64,4.97,18-11-2015,26.18
20151118:1811,0,0,8.48,4.26,18-11-2015,25.9
20151118:1911,0,0,9.01,5.94,18-11-2015,25.42
20151118:2011,0,0,9.54,7.62,18-11-2015,26.24
20151118:2111,0,0,10.07,9.3,18-11-2015,24.43
20151118:2211,0,0,9.78,8.97,18-11-2015,21.14
20151118:2311,0,0,9.48,8.63,18-11-2015,22.01
20151119:0011,0,0,9.19,8.3,19-11-2015,12.36
20151119:0111,0,0,9.14,7.6,19-11-2015,11.03
20151119:0211,0,0,9.09,6.89,19-11-2015,5.15
20151119:0311,0,0,9.04,6.18,19-11-2015,5.76
20151119:0411,0,0,8.81,5.45,19-11-2015,10.81
20151119:0511,0,0,8.58,4.72,19-11-2015,15.15
20151119:0611,0,0,8.34,3.99,19-11-2015,25.08
20151119:0711,0,0,8.57,4.91,19-11-2015,32.17
20151119:0811,137.17,5.22,8.8,5.83,19-11-2015,26.41
20151119:0911,146.08,9.95,9.03,6.74,19-11-2015,25.84
20151119:1011,222.55,12.93,9.04,7.59,19-11-2015,25.23
20151119:1111,83.11,13.93,9.05,8.43,19-11-2015,25.24
20151119:1211,358.28,12.84,9.06,9.27,19-11-2015,25.09
20151119:1311,54.6,9.77,8.72,7.35,19-11-2015,25.32
20151119:1411,6.32,4.97,8.38,5.43,19-11-2015,25.81
20151119:1511,0,0,8.03,3.52,19-11-2015,26.02
20151119:1611,0,0,7.58,2.75,19-11-2015,26.97
20151119:1711,0,0,7.12,1.98,19-11-2015,28.14
20151119:1811,0,0,6.66,1.21,19-11-2015,27.08
20151119:1911,0,0,6.37,1.59,19-11-2015,26.13
20151119:2011,0,0,6.07,1.96,19-11-2015,25.62
20151119:2111,0,0,5.77,2.33,19-11-2015,25.17
20151119:2211,0,0,5.45,2.17,19-11-2015,24.97
20151119:2311,0,0,5.12,2,19-11-2015,22.83
20151120:0011,0,0,4.8,1.83,20-11-2015,24.96
20151120:0111,0,0,4.83,1.56,20-11-2015,23.71
20151120:0211,0,0,4.87,1.28,20-11-2015,22.89
20151120:0311,0,0,4.9,1.01,20-11-2015,23.25
20151120:0411,0,0,4.46,2.08,20-11-2015,24.02
20151120:0511,0,0,4.02,3.15,20-11-2015,24.96
20151120:0611,0,0,3.57,4.22,20-11-2015,25.91
20151120:0711,0,0,3.82,3.71,20-11-2015,30.06
20151120:0811,138.9,4.99,4.06,3.19,20-11-2015,31.2
20151120:0911,294.42,9.71,4.3,2.68,20-11-2015,31.15
20151120:1011,168,12.7,4.72,2.52,20-11-2015,31.18
20151120:1111,235.3,13.69,5.15,2.37,20-11-2015,31.17
20151120:1211,315.33,12.62,5.57,2.22,20-11-2015,29.72
20151120:1311,93.92,9.56,5.28,2.43,20-11-2015,28
20151120:1411,55.92,4.78,4.99,2.64,20-11-2015,27.33
20151120:1511,0,0,4.69,2.86,20-11-2015,27.96
20151120:1611,0,0,4.24,2.62,20-11-2015,30.72
20151120:1711,0,0,3.79,2.38,20-11-2015,32.97
20151120:1811,0,0,3.35,2.14,20-11-2015,28.89
20151120:1911,0,0,3.17,2.79,20-11-2015,26.46
20151120:2011,0,0,2.99,3.44,20-11-2015,25.47
20151120:2111,0,0,2.81,4.1,20-11-2015,25.08
20151120:2211,0,0,2.62,4.06,20-11-2015,24.67
20151120:2311,0,0,2.44,4.02,20-11-2015,24.14
20151121:0011,0,0,2.25,3.99,21-11-2015,24.33
20151121:0111,0,0,2.27,3.83,21-11-2015,23.97
20151121:0211,0,0,2.3,3.67,21-11-2015,23.04
20151121:0311,0,0,2.32,3.52,21-11-2015,22.38
20151121:0411,0,0,2.24,3.77,21-11-2015,22.25
20151121:0511,0,0,2.15,4.03,21-11-2015,22.61
20151121:0611,0,0,2.06,4.29,21-11-2015,22.04
20151121:0711,0,0,2.2,4.02,21-11-2015,25.63
20151121:0811,72.61,4.75,2.34,3.75,21-11-2015,24.97
20151121:0911,272.96,9.48,2.48,3.48,21-11-2015,25.22
20151121:1011,630.44,12.46,2.69,3.51,21-11-2015,25.4
20151121:1111,600.62,13.47,2.91,3.54,21-11-2015,25.4
20151121:1211,405.67,12.4,3.12,3.57,21-11-2015,25.32
20151121:1311,201.53,9.36,2.73,2.95,21-11-2015,25.19
20151121:1411,98.05,4.6,2.34,2.32,21-11-2015,25.25
20151121:1511,0,0,1.94,1.7,21-11-2015,25.71
20151121:1611,0,0,1.34,1.51,21-11-2015,26.94
20151121:1711,0,0,0.74,1.32,21-11-2015,28.4
20151121:1811,0,0,0.15,1.13,21-11-2015,27.07
20151121:1911,0,0,0.09,1.31,21-11-2015,26
20151121:2011,0,0,0.04,1.5,21-11-2015,25.47
20151121:2111,0,0,-0.02,1.68,21-11-2015,25.3
20151121:2211,0,0,-0.07,2.29,21-11-2015,24.93
20151121:2311,0,0,-0.13,2.91,21-11-2015,24.35
20151122:0011,0,0,-0.18,3.52,22-11-2015,24.46
20151122:0111,0,0,-0.01,3.82,22-11-2015,23.93
20151122:0211,0,0,0.17,4.11,22-11-2015,23.87
20151122:0311,0,0,0.34,4.41,22-11-2015,22.7
20151122:0411,0,0,0.57,4.9,22-11-2015,22.35
20151122:0511,0,0,0.79,5.39,22-11-2015,22.59
20151122:0611,0,0,1.01,5.88,22-11-2015,22.67
20151122:0711,0,0,1.47,6.32,22-11-2015,22.87
20151122:0811,143.1,4.53,1.92,6.77,22-11-2015,23.15
20151122:0911,124.34,9.25,2.37,7.21,22-11-2015,24.02
20151122:1011,161.13,12.24,2.67,7.23,22-11-2015,24.77
20151122:1111,34.33,13.25,2.97,7.25,22-11-2015,24.89
20151122:1211,24.39,12.2,3.27,7.27,22-11-2015,24.84
20151122:1311,37.04,9.17,3.05,6.82,22-11-2015,24.01
20151122:1411,13.55,4.42,2.83,6.37,22-11-2015,22.93
20151122:1511,0,0,2.61,5.92,22-11-2015,22.88
20151122:1611,0,0,2.26,5.29,22-11-2015,25.56
20151122:1711,0,0,1.9,4.66,22-11-2015,28.27
20151122:1811,0,0,1.54,4.03,22-11-2015,26.39
20151122:1911,0,0,1.15,3.43,22-11-2015,25.91
